image_name,class_id,xmin,xmax,ymin,ymax
FLIR_video_00012.jpeg,3,364,384,229,272
FLIR_video_00012.jpeg,3,453,639,180,340
FLIR_video_00012.jpeg,3,243,258,230,242
FLIR_video_00012.jpeg,3,323,334,228,247
FLIR_video_00012.jpeg,3,384,453,224,282
FLIR_video_00012.jpeg,3,334,360,231,256
FLIR_video_00012.jpeg,3,209,237,231,245
FLIR_video_00012.jpeg,3,149,179,231,253
FLIR_video_00012.jpeg,3,110,143,231,258
FLIR_video_00013.jpeg,3,107,143,232,261
FLIR_video_00013.jpeg,3,462,639,178,348
FLIR_video_00013.jpeg,3,374,388,230,273
FLIR_video_00013.jpeg,3,212,227,235,248
FLIR_video_00013.jpeg,3,388,462,225,284
FLIR_video_00013.jpeg,3,359,374,222,267
FLIR_video_00013.jpeg,3,244,259,231,245
FLIR_video_00013.jpeg,3,337,359,230,259
FLIR_video_00013.jpeg,3,59,104,238,267
FLIR_video_00013.jpeg,3,148,179,232,255
FLIR_video_00013.jpeg,3,229,244,232,246
FLIR_video_00014.jpeg,3,471,639,178,355
FLIR_video_00014.jpeg,3,393,471,225,288
FLIR_video_00014.jpeg,3,215,232,237,248
FLIR_video_00014.jpeg,3,246,260,231,245
FLIR_video_00014.jpeg,3,359,375,223,270
FLIR_video_00014.jpeg,3,325,337,229,252
FLIR_video_00014.jpeg,3,375,393,231,276
FLIR_video_00014.jpeg,3,337,359,232,259
FLIR_video_00014.jpeg,3,234,246,232,246
FLIR_video_00014.jpeg,3,56,102,238,267
FLIR_video_00014.jpeg,3,106,142,232,260
FLIR_video_00014.jpeg,3,149,177,233,256
FLIR_video_00015.jpeg,3,221,237,236,247
FLIR_video_00015.jpeg,3,373,398,231,277
FLIR_video_00015.jpeg,3,108,140,234,261
FLIR_video_00015.jpeg,3,52,100,240,269
FLIR_video_00015.jpeg,3,337,363,232,258
FLIR_video_00015.jpeg,3,147,178,234,256
FLIR_video_00015.jpeg,3,325,337,230,252
FLIR_video_00015.jpeg,3,247,260,233,244
FLIR_video_00015.jpeg,3,398,488,225,290
FLIR_video_00015.jpeg,3,488,638,173,369
FLIR_video_00016.jpeg,3,325,334,229,252
FLIR_video_00016.jpeg,3,341,361,231,259
FLIR_video_00016.jpeg,3,398,491,225,293
FLIR_video_00016.jpeg,3,376,398,232,277
FLIR_video_00016.jpeg,3,222,240,237,247
FLIR_video_00016.jpeg,3,361,376,226,269
FLIR_video_00016.jpeg,3,499,639,174,379
FLIR_video_00016.jpeg,3,334,341,228,254
FLIR_video_00016.jpeg,3,147,177,233,256
FLIR_video_00016.jpeg,3,101,141,232,263
FLIR_video_00016.jpeg,3,47,98,239,269
FLIR_video_00016.jpeg,3,315,325,232,249
FLIR_video_00016.jpeg,3,245,260,232,245
FLIR_video_00017.jpeg,3,511,639,179,389
FLIR_video_00017.jpeg,3,405,499,226,293
FLIR_video_00017.jpeg,3,45,96,239,267
FLIR_video_00017.jpeg,3,341,364,232,258
FLIR_video_00017.jpeg,3,364,377,224,270
FLIR_video_00017.jpeg,3,377,405,232,279
FLIR_video_00017.jpeg,3,98,137,233,262
FLIR_video_00017.jpeg,3,322,338,230,248
FLIR_video_00017.jpeg,3,227,260,232,246
FLIR_video_00017.jpeg,3,144,176,233,255
FLIR_video_00018.jpeg,3,99,136,233,260
FLIR_video_00018.jpeg,3,41,95,239,269
FLIR_video_00018.jpeg,3,329,340,229,244
FLIR_video_00018.jpeg,3,318,329,233,245
FLIR_video_00018.jpeg,3,141,176,232,256
FLIR_video_00018.jpeg,3,389,408,231,279
FLIR_video_00018.jpeg,3,229,264,233,246
FLIR_video_00018.jpeg,3,367,389,223,270
FLIR_video_00018.jpeg,3,342,367,233,258
FLIR_video_00018.jpeg,3,408,507,225,294
FLIR_video_00018.jpeg,3,521,639,182,349
FLIR_video_00019.jpeg,3,411,515,224,297
FLIR_video_00019.jpeg,3,144,174,232,255
FLIR_video_00019.jpeg,3,40,90,239,269
FLIR_video_00019.jpeg,3,381,411,230,280
FLIR_video_00019.jpeg,3,242,265,231,244
FLIR_video_00019.jpeg,3,342,366,231,260
FLIR_video_00019.jpeg,3,101,136,233,259
FLIR_video_00019.jpeg,3,366,381,222,272
FLIR_video_00019.jpeg,3,328,341,229,254
FLIR_video_00019.jpeg,3,543,639,184,356
FLIR_video_00020.jpeg,3,89,131,233,263
FLIR_video_00020.jpeg,3,417,529,225,299
FLIR_video_00020.jpeg,3,343,368,231,259
FLIR_video_00020.jpeg,3,142,173,233,255
FLIR_video_00020.jpeg,3,568,639,215,369
FLIR_video_00020.jpeg,3,324,340,229,250
FLIR_video_00020.jpeg,3,368,383,225,270
FLIR_video_00020.jpeg,3,238,271,231,245
FLIR_video_00020.jpeg,3,383,417,231,281
FLIR_video_00020.jpeg,3,30,85,240,272
FLIR_video_00021.jpeg,3,353,374,232,258
FLIR_video_00021.jpeg,3,92,131,233,264
FLIR_video_00021.jpeg,3,142,172,233,257
FLIR_video_00021.jpeg,3,29,84,240,271
FLIR_video_00021.jpeg,3,424,539,223,300
FLIR_video_00021.jpeg,3,374,390,222,271
FLIR_video_00021.jpeg,3,390,424,229,284
FLIR_video_00021.jpeg,3,331,342,229,244
FLIR_video_00021.jpeg,3,240,275,233,246
FLIR_video_00021.jpeg,3,584,639,246,377
FLIR_video_00021.jpeg,3,320,332,232,246
FLIR_video_00021.jpeg,3,342,353,225,257
FLIR_video_00022.jpeg,3,388,424,228,283
FLIR_video_00022.jpeg,3,424,546,220,303
FLIR_video_00022.jpeg,3,24,79,239,272
FLIR_video_00022.jpeg,3,138,170,232,254
FLIR_video_00022.jpeg,3,90,128,232,261
FLIR_video_00022.jpeg,3,370,388,219,272
FLIR_video_00022.jpeg,3,615,639,254,385
FLIR_video_00022.jpeg,3,245,273,232,243
FLIR_video_00022.jpeg,3,317,328,230,247
FLIR_video_00022.jpeg,3,343,370,229,259
FLIR_video_00022.jpeg,3,328,341,227,250
FLIR_video_00023.jpeg,3,18,79,237,271
FLIR_video_00023.jpeg,3,329,340,226,248
FLIR_video_00023.jpeg,3,83,128,230,263
FLIR_video_00023.jpeg,3,375,391,220,270
FLIR_video_00023.jpeg,3,232,244,229,240
FLIR_video_00023.jpeg,3,343,375,230,258
FLIR_video_00023.jpeg,3,247,280,231,244
FLIR_video_00023.jpeg,3,391,429,228,282
FLIR_video_00023.jpeg,3,429,555,220,303
FLIR_video_00023.jpeg,3,136,169,230,254
FLIR_video_00023.jpeg,3,318,329,230,245
FLIR_video_00024.jpeg,3,326,343,227,249
FLIR_video_00024.jpeg,3,394,438,227,284
FLIR_video_00024.jpeg,3,438,572,220,308
FLIR_video_00024.jpeg,3,374,394,221,271
FLIR_video_00024.jpeg,3,226,253,231,242
FLIR_video_00024.jpeg,3,345,374,229,257
FLIR_video_00024.jpeg,3,135,165,232,253
FLIR_video_00024.jpeg,3,82,121,232,261
FLIR_video_00024.jpeg,3,254,285,230,242
FLIR_video_00024.jpeg,3,13,68,240,270
FLIR_video_00025.jpeg,3,443,585,219,309
FLIR_video_00025.jpeg,3,80,117,231,259
FLIR_video_00025.jpeg,3,10,64,239,271
FLIR_video_00025.jpeg,3,327,343,227,249
FLIR_video_00025.jpeg,3,345,376,228,257
FLIR_video_00025.jpeg,3,397,443,227,286
FLIR_video_00025.jpeg,3,255,287,230,242
FLIR_video_00025.jpeg,3,376,397,220,272
FLIR_video_00025.jpeg,3,224,254,230,240
FLIR_video_00025.jpeg,3,135,163,231,253
FLIR_video_00026.jpeg,3,131,163,230,254
FLIR_video_00026.jpeg,3,239,255,228,243
FLIR_video_00026.jpeg,3,447,604,216,317
FLIR_video_00026.jpeg,3,346,376,228,257
FLIR_video_00026.jpeg,3,75,118,229,262
FLIR_video_00026.jpeg,3,400,446,224,288
FLIR_video_00026.jpeg,3,4,64,237,273
FLIR_video_00026.jpeg,3,376,399,218,274
FLIR_video_00026.jpeg,3,328,341,225,252
FLIR_video_00026.jpeg,3,317,328,229,247
FLIR_video_00026.jpeg,3,341,346,223,255
FLIR_video_00026.jpeg,3,256,274,233,244
FLIR_video_00027.jpeg,3,328,341,225,242
FLIR_video_00027.jpeg,3,126,163,230,255
FLIR_video_00027.jpeg,3,0,61,238,275
FLIR_video_00027.jpeg,3,70,115,231,264
FLIR_video_00027.jpeg,3,229,240,229,240
FLIR_video_00027.jpeg,3,259,294,228,243
FLIR_video_00027.jpeg,3,456,616,215,319
FLIR_video_00027.jpeg,3,380,402,218,274
FLIR_video_00027.jpeg,3,317,328,229,241
FLIR_video_00027.jpeg,3,241,255,228,242
FLIR_video_00027.jpeg,3,345,381,227,260
FLIR_video_00027.jpeg,3,403,456,225,290
FLIR_video_00028.jpeg,3,464,639,216,332
FLIR_video_00028.jpeg,3,0,54,239,275
FLIR_video_00028.jpeg,3,238,255,231,243
FLIR_video_00028.jpeg,3,406,464,226,297
FLIR_video_00028.jpeg,3,345,382,228,262
FLIR_video_00028.jpeg,3,126,160,231,255
FLIR_video_00028.jpeg,3,326,345,226,251
FLIR_video_00028.jpeg,3,68,111,231,264
FLIR_video_00028.jpeg,3,382,406,216,279
FLIR_video_00028.jpeg,3,264,298,230,245
FLIR_video_00029.jpeg,3,266,299,231,243
FLIR_video_00029.jpeg,3,0,49,239,275
FLIR_video_00029.jpeg,3,324,335,227,250
FLIR_video_00029.jpeg,3,473,639,218,334
FLIR_video_00029.jpeg,3,410,473,228,297
FLIR_video_00029.jpeg,3,346,381,230,263
FLIR_video_00029.jpeg,3,335,346,224,254
FLIR_video_00029.jpeg,3,61,108,232,263
FLIR_video_00029.jpeg,3,123,158,232,256
FLIR_video_00029.jpeg,3,381,410,219,280
FLIR_video_00029.jpeg,3,221,253,230,243
FLIR_video_00030.jpeg,3,416,482,228,301
FLIR_video_00030.jpeg,3,347,384,230,264
FLIR_video_00030.jpeg,3,482,639,217,345
FLIR_video_00030.jpeg,3,328,345,228,253
FLIR_video_00030.jpeg,3,120,158,230,258
FLIR_video_00030.jpeg,3,269,303,234,246
FLIR_video_00030.jpeg,3,58,105,231,266
FLIR_video_00030.jpeg,3,315,328,231,249
FLIR_video_00030.jpeg,3,0,46,238,278
FLIR_video_00030.jpeg,3,235,253,231,245
FLIR_video_00030.jpeg,3,384,416,216,282
FLIR_video_00031.jpeg,3,274,306,230,243
FLIR_video_00031.jpeg,3,120,154,231,254
FLIR_video_00031.jpeg,3,492,639,217,348
FLIR_video_00031.jpeg,3,56,102,232,263
FLIR_video_00031.jpeg,3,221,252,231,243
FLIR_video_00031.jpeg,3,350,389,230,262
FLIR_video_00031.jpeg,3,328,347,228,251
FLIR_video_00031.jpeg,3,315,328,232,247
FLIR_video_00031.jpeg,3,389,420,218,282
FLIR_video_00031.jpeg,3,420,492,229,302
FLIR_video_00031.jpeg,3,0,39,239,274
FLIR_video_00032.jpeg,3,48,99,230,267
FLIR_video_00032.jpeg,3,509,639,215,368
FLIR_video_00032.jpeg,3,115,154,231,258
FLIR_video_00032.jpeg,3,0,35,237,277
FLIR_video_00032.jpeg,3,278,295,234,245
FLIR_video_00032.jpeg,3,235,252,231,245
FLIR_video_00032.jpeg,3,392,426,219,286
FLIR_video_00032.jpeg,3,427,508,228,311
FLIR_video_00032.jpeg,3,348,392,230,266
FLIR_video_00032.jpeg,3,327,344,227,256
FLIR_video_00032.jpeg,3,316,327,232,252
FLIR_video_00033.jpeg,3,234,251,231,245
FLIR_video_00033.jpeg,3,326,345,229,254
FLIR_video_00033.jpeg,3,431,523,229,314
FLIR_video_00033.jpeg,3,392,431,215,289
FLIR_video_00033.jpeg,3,0,31,240,277
FLIR_video_00033.jpeg,3,48,97,232,267
FLIR_video_00033.jpeg,3,315,326,232,249
FLIR_video_00033.jpeg,3,115,151,232,257
FLIR_video_00033.jpeg,3,350,392,230,266
FLIR_video_00033.jpeg,3,523,638,215,377
FLIR_video_00033.jpeg,3,282,311,232,247
FLIR_video_00034.jpeg,3,339,350,224,260
FLIR_video_00034.jpeg,3,436,535,228,317
FLIR_video_00034.jpeg,3,284,311,231,244
FLIR_video_00034.jpeg,3,535,639,214,383
FLIR_video_00034.jpeg,3,232,249,231,245
FLIR_video_00034.jpeg,3,324,339,229,253
FLIR_video_00034.jpeg,3,0,22,240,277
FLIR_video_00034.jpeg,3,111,148,232,257
FLIR_video_00034.jpeg,3,40,92,233,265
FLIR_video_00034.jpeg,3,397,436,215,289
FLIR_video_00034.jpeg,3,350,397,230,267
FLIR_video_00035.jpeg,3,233,248,229,244
FLIR_video_00035.jpeg,3,314,326,232,244
FLIR_video_00035.jpeg,3,341,352,222,259
FLIR_video_00035.jpeg,3,441,550,227,320
FLIR_video_00035.jpeg,3,40,88,231,268
FLIR_video_00035.jpeg,3,352,401,229,267
FLIR_video_00035.jpeg,3,221,232,230,242
FLIR_video_00035.jpeg,3,0,18,240,276
FLIR_video_00035.jpeg,3,549,639,218,363
FLIR_video_00035.jpeg,3,285,310,229,243
FLIR_video_00035.jpeg,3,107,146,230,258
FLIR_video_00035.jpeg,3,328,341,227,246
FLIR_video_00035.jpeg,3,401,442,213,291
FLIR_video_00036.jpeg,3,31,84,231,265
FLIR_video_00036.jpeg,3,352,401,230,265
FLIR_video_00036.jpeg,3,215,246,231,243
FLIR_video_00036.jpeg,3,313,325,232,248
FLIR_video_00036.jpeg,3,325,347,228,253
FLIR_video_00036.jpeg,3,452,580,229,328
FLIR_video_00036.jpeg,3,580,639,239,365
FLIR_video_00036.jpeg,3,292,313,231,243
FLIR_video_00036.jpeg,3,405,452,216,292
FLIR_video_00036.jpeg,3,107,142,231,256
FLIR_video_00037.jpeg,3,458,598,227,334
FLIR_video_00037.jpeg,3,598,639,284,379
FLIR_video_00037.jpeg,3,406,458,211,297
FLIR_video_00037.jpeg,3,28,81,230,264
FLIR_video_00037.jpeg,3,341,352,222,261
FLIR_video_00037.jpeg,3,229,248,229,243
FLIR_video_00037.jpeg,3,352,405,229,268
FLIR_video_00037.jpeg,3,104,142,230,256
FLIR_video_00037.jpeg,3,312,325,231,251
FLIR_video_00037.jpeg,3,325,341,226,253
FLIR_video_00038.jpeg,3,352,406,230,269
FLIR_video_00038.jpeg,3,100,139,231,258
FLIR_video_00038.jpeg,3,467,639,227,341
FLIR_video_00038.jpeg,3,339,352,223,261
FLIR_video_00038.jpeg,3,411,466,210,298
FLIR_video_00038.jpeg,3,319,339,227,253
FLIR_video_00038.jpeg,3,228,245,231,244
FLIR_video_00038.jpeg,3,209,228,231,244
FLIR_video_00038.jpeg,3,298,312,230,243
FLIR_video_00038.jpeg,3,20,77,231,271
FLIR_video_00039.jpeg,3,301,320,230,249
FLIR_video_00039.jpeg,3,15,74,229,269
FLIR_video_00039.jpeg,3,411,472,209,302
FLIR_video_00039.jpeg,3,472,639,225,351
FLIR_video_00039.jpeg,3,97,138,230,259
FLIR_video_00039.jpeg,3,230,245,231,245
FLIR_video_00039.jpeg,3,353,408,229,270
FLIR_video_00039.jpeg,3,327,343,226,255
FLIR_video_00039.jpeg,3,343,353,223,263
FLIR_video_00040.jpeg,3,321,342,227,254
FLIR_video_00040.jpeg,3,227,245,231,245
FLIR_video_00040.jpeg,3,490,639,226,364
FLIR_video_00040.jpeg,3,418,490,206,308
FLIR_video_00040.jpeg,3,310,321,231,250
FLIR_video_00040.jpeg,3,95,134,231,257
FLIR_video_00040.jpeg,3,210,227,230,243
FLIR_video_00040.jpeg,3,10,68,232,269
FLIR_video_00040.jpeg,3,342,354,222,264
FLIR_video_00040.jpeg,3,354,409,229,270
FLIR_video_00041.jpeg,3,425,502,205,307
FLIR_video_00041.jpeg,3,3,64,231,271
FLIR_video_00041.jpeg,3,342,356,222,263
FLIR_video_00041.jpeg,3,503,639,225,371
FLIR_video_00041.jpeg,3,225,243,231,244
FLIR_video_00041.jpeg,3,356,412,229,271
FLIR_video_00041.jpeg,3,322,342,227,255
FLIR_video_00041.jpeg,3,91,132,231,260
FLIR_video_00042.jpeg,3,345,356,220,262
FLIR_video_00042.jpeg,3,226,241,230,244
FLIR_video_00042.jpeg,3,208,226,229,244
FLIR_video_00042.jpeg,3,433,521,202,315
FLIR_video_00042.jpeg,3,356,417,227,271
FLIR_video_00042.jpeg,3,310,322,230,248
FLIR_video_00042.jpeg,3,0,59,229,273
FLIR_video_00042.jpeg,3,522,639,223,363
FLIR_video_00042.jpeg,3,324,345,225,255
FLIR_video_00042.jpeg,3,87,129,229,258
FLIR_video_00043.jpeg,3,324,346,226,254
FLIR_video_00043.jpeg,3,0,55,231,270
FLIR_video_00043.jpeg,3,359,418,228,271
FLIR_video_00043.jpeg,3,541,639,229,360
FLIR_video_00043.jpeg,3,86,126,231,258
FLIR_video_00043.jpeg,3,311,324,231,248
FLIR_video_00043.jpeg,3,440,541,201,316
FLIR_video_00043.jpeg,3,346,359,220,263
FLIR_video_00043.jpeg,3,209,241,230,243
FLIR_video_00044.jpeg,3,325,346,225,256
FLIR_video_00044.jpeg,3,207,224,229,242
FLIR_video_00044.jpeg,3,445,561,196,322
FLIR_video_00044.jpeg,3,225,243,229,242
FLIR_video_00044.jpeg,3,0,51,230,272
FLIR_video_00044.jpeg,3,561,639,247,360
FLIR_video_00044.jpeg,3,83,124,230,260
FLIR_video_00044.jpeg,3,310,325,229,248
FLIR_video_00044.jpeg,3,346,359,218,264
FLIR_video_00044.jpeg,3,359,421,226,271
FLIR_video_00045.jpeg,3,322,343,224,252
FLIR_video_00045.jpeg,3,0,47,230,272
FLIR_video_00045.jpeg,3,453,581,196,324
FLIR_video_00045.jpeg,3,583,639,257,367
FLIR_video_00045.jpeg,3,310,322,229,248
FLIR_video_00045.jpeg,3,78,122,230,260
FLIR_video_00045.jpeg,3,360,424,226,272
FLIR_video_00045.jpeg,3,343,360,218,263
FLIR_video_00045.jpeg,3,222,239,230,242
FLIR_video_00046.jpeg,3,321,344,223,254
FLIR_video_00046.jpeg,3,307,321,229,247
FLIR_video_00046.jpeg,3,220,237,228,241
FLIR_video_00046.jpeg,3,457,597,192,331
FLIR_video_00046.jpeg,3,204,220,228,240
FLIR_video_00046.jpeg,3,0,41,230,270
FLIR_video_00046.jpeg,3,597,638,278,381
FLIR_video_00046.jpeg,3,76,117,228,257
FLIR_video_00046.jpeg,3,344,359,216,264
FLIR_video_00046.jpeg,3,359,426,225,271
FLIR_video_00047.jpeg,3,473,639,190,337
FLIR_video_00047.jpeg,3,310,326,229,246
FLIR_video_00047.jpeg,3,349,366,216,263
FLIR_video_00047.jpeg,3,206,238,228,241
FLIR_video_00047.jpeg,3,0,35,231,271
FLIR_video_00047.jpeg,3,326,349,223,252
FLIR_video_00047.jpeg,3,366,433,224,271
FLIR_video_00047.jpeg,3,73,115,230,259
FLIR_video_00048.jpeg,3,66,113,229,261
FLIR_video_00048.jpeg,3,209,221,227,240
FLIR_video_00048.jpeg,3,323,351,222,252
FLIR_video_00048.jpeg,3,351,370,215,265
FLIR_video_00048.jpeg,3,222,237,228,242
FLIR_video_00048.jpeg,3,370,438,223,273
FLIR_video_00048.jpeg,3,482,639,188,345
FLIR_video_00048.jpeg,3,0,31,229,273
FLIR_video_00048.jpeg,3,310,321,227,244
FLIR_video_00049.jpeg,3,201,221,227,240
FLIR_video_00049.jpeg,3,366,441,222,275
FLIR_video_00049.jpeg,3,494,639,183,356
FLIR_video_00049.jpeg,3,0,25,228,271
FLIR_video_00049.jpeg,3,308,326,227,249
FLIR_video_00049.jpeg,3,350,366,214,264
FLIR_video_00049.jpeg,3,326,350,221,255
FLIR_video_00049.jpeg,3,221,237,227,242
FLIR_video_00049.jpeg,3,64,112,228,260
FLIR_video_00050.jpeg,3,370,444,224,276
FLIR_video_00050.jpeg,3,62,107,230,258
FLIR_video_00050.jpeg,3,202,236,228,240
FLIR_video_00050.jpeg,3,325,351,222,254
FLIR_video_00050.jpeg,3,351,370,215,264
FLIR_video_00050.jpeg,3,510,639,187,365
FLIR_video_00050.jpeg,3,310,325,228,245
FLIR_video_00050.jpeg,3,0,20,240,271
FLIR_video_00051.jpeg,3,59,107,229,260
FLIR_video_00051.jpeg,3,521,638,186,379
FLIR_video_00051.jpeg,3,324,351,222,255
FLIR_video_00051.jpeg,3,351,372,215,266
FLIR_video_00051.jpeg,3,309,324,228,249
FLIR_video_00051.jpeg,3,219,236,229,243
FLIR_video_00051.jpeg,3,0,16,240,275
FLIR_video_00051.jpeg,3,202,219,228,242
FLIR_video_00051.jpeg,3,372,447,223,276
FLIR_video_00052.jpeg,3,354,375,213,266
FLIR_video_00052.jpeg,3,310,326,228,249
FLIR_video_00052.jpeg,3,326,354,221,256
FLIR_video_00052.jpeg,3,375,459,223,282
FLIR_video_00052.jpeg,3,550,639,190,352
FLIR_video_00052.jpeg,3,218,236,228,243
FLIR_video_00052.jpeg,3,55,105,228,262
FLIR_video_00053.jpeg,3,310,327,228,250
FLIR_video_00053.jpeg,3,217,236,230,243
FLIR_video_00053.jpeg,3,573,639,223,361
FLIR_video_00053.jpeg,3,357,379,215,270
FLIR_video_00053.jpeg,3,379,465,225,283
FLIR_video_00053.jpeg,3,52,102,229,261
FLIR_video_00053.jpeg,3,327,357,223,258
FLIR_video_00054.jpeg,3,218,237,229,243
