image_name,class_id,xmin,xmax,ymin,ymax
FLIR_00043.jpeg,3,390,506,217,305
FLIR_00043.jpeg,3,353,412,217,287
FLIR_00043.jpeg,3,314,359,238,272
FLIR_00043.jpeg,3,282,326,231,266
FLIR_00043.jpeg,3,262,293,233,263
FLIR_00043.jpeg,3,78,145,229,277
FLIR_00043.jpeg,3,142,161,229,271
FLIR_00043.jpeg,3,184,213,246,260
FLIR_00043.jpeg,3,0,44,236,263
FLIR_00044.jpeg,3,62,109,258,286
FLIR_00045.jpeg,3,0,69,222,313
FLIR_00045.jpeg,3,72,149,222,274
FLIR_00045.jpeg,3,163,211,230,261
FLIR_00045.jpeg,3,210,234,235,256
FLIR_00045.jpeg,3,337,356,227,242
FLIR_00045.jpeg,3,250,264,222,235
FLIR_00045.jpeg,3,325,339,219,237
FLIR_00046.jpeg,3,390,445,235,280
FLIR_00046.jpeg,3,375,397,243,274
FLIR_00046.jpeg,3,361,395,235,265
FLIR_00046.jpeg,3,349,361,241,256
FLIR_00047.jpeg,1,155,166,240,268
FLIR_00049.jpeg,3,248,270,211,235
FLIR_00050.jpeg,3,344,373,226,245
FLIR_00051.jpeg,3,28,84,244,283
FLIR_00051.jpeg,3,98,127,245,268
FLIR_00051.jpeg,3,4,36,240,268
FLIR_00052.jpeg,3,358,381,220,240
FLIR_00052.jpeg,3,271,285,220,235
FLIR_00052.jpeg,3,314,327,216,228
FLIR_00053.jpeg,1,98,110,236,268
FLIR_00054.jpeg,3,211,237,226,250
FLIR_00054.jpeg,3,257,269,229,241
FLIR_00055.jpeg,3,0,55,232,272
FLIR_00056.jpeg,3,217,241,240,263
FLIR_00057.jpeg,3,225,261,232,255
FLIR_00057.jpeg,3,119,187,216,254
FLIR_00058.jpeg,3,574,639,230,301
FLIR_00060.jpeg,3,283,293,230,238
FLIR_00062.jpeg,3,200,227,232,261
FLIR_00065.jpeg,3,349,391,223,263
FLIR_00065.jpeg,3,0,52,214,342
FLIR_00070.jpeg,3,281,302,239,255
FLIR_00074.jpeg,3,0,73,225,266
FLIR_00076.jpeg,3,121,213,237,297
FLIR_00084.jpeg,3,301,316,232,245
FLIR_00086.jpeg,3,296,359,198,229
FLIR_00087.jpeg,3,0,84,220,335
FLIR_00087.jpeg,3,494,639,197,371
FLIR_00087.jpeg,3,468,529,212,311
FLIR_00087.jpeg,3,40,162,226,294
FLIR_00087.jpeg,3,0,124,221,301
FLIR_00087.jpeg,3,89,217,221,292
FLIR_00087.jpeg,3,389,473,246,291
FLIR_00087.jpeg,3,350,401,250,287
FLIR_00087.jpeg,3,272,326,250,275
FLIR_00087.jpeg,3,250,278,246,274
FLIR_00087.jpeg,3,234,257,245,272
FLIR_00087.jpeg,3,211,241,246,270
FLIR_00088.jpeg,3,342,612,166,400
FLIR_00088.jpeg,3,0,237,180,375
FLIR_00088.jpeg,1,314,340,210,271
FLIR_00088.jpeg,1,260,280,207,270
FLIR_00088.jpeg,1,280,293,213,269
FLIR_00088.jpeg,1,291,303,220,270
FLIR_00088.jpeg,1,240,260,216,272
FLIR_00088.jpeg,1,302,315,222,270
FLIR_00089.jpeg,3,528,639,197,327
FLIR_00089.jpeg,3,433,536,230,281
FLIR_00089.jpeg,3,407,468,232,270
FLIR_00089.jpeg,3,405,472,221,268
FLIR_00089.jpeg,3,370,414,229,268
FLIR_00089.jpeg,3,0,128,196,356
FLIR_00089.jpeg,3,43,228,200,298
FLIR_00091.jpeg,3,358,392,228,240
FLIR_00092.jpeg,3,0,66,227,274
FLIR_00092.jpeg,3,124,166,229,255
FLIR_00092.jpeg,3,243,272,226,244
FLIR_00092.jpeg,3,324,347,213,233
FLIR_00095.jpeg,3,226,250,225,247
FLIR_00095.jpeg,3,163,181,224,239
FLIR_00095.jpeg,3,216,231,226,237
FLIR_00097.jpeg,3,118,211,218,281
FLIR_00097.jpeg,3,36,123,221,284
FLIR_00097.jpeg,3,242,269,228,250
FLIR_00097.jpeg,3,268,282,232,245
FLIR_00097.jpeg,3,211,228,230,251
FLIR_00098.jpeg,3,425,553,210,296
FLIR_00099.jpeg,3,313,324,228,241
FLIR_00099.jpeg,3,284,297,229,242
FLIR_00100.jpeg,3,80,185,220,286
FLIR_00100.jpeg,3,319,336,240,253
FLIR_00102.jpeg,3,226,265,210,244
FLIR_00102.jpeg,3,308,324,214,229
FLIR_00103.jpeg,3,163,182,219,235
FLIR_00105.jpeg,3,268,335,201,265
FLIR_00105.jpeg,3,76,140,217,259
FLIR_00105.jpeg,3,166,204,215,245
FLIR_00105.jpeg,3,200,227,213,239
FLIR_00105.jpeg,3,225,241,215,234
FLIR_00105.jpeg,3,353,406,212,233
FLIR_00105.jpeg,3,240,254,215,230
FLIR_00105.jpeg,3,0,23,217,266
FLIR_00106.jpeg,3,274,325,212,254
FLIR_00106.jpeg,3,99,120,222,241
FLIR_00107.jpeg,3,272,308,219,255
FLIR_00107.jpeg,3,105,155,215,256
FLIR_00107.jpeg,3,173,187,224,241
FLIR_00108.jpeg,3,366,404,211,247
FLIR_00108.jpeg,3,316,345,212,235
FLIR_00108.jpeg,3,0,72,206,279
FLIR_00108.jpeg,3,406,425,213,226
FLIR_00108.jpeg,3,456,514,210,255
FLIR_00108.jpeg,3,513,571,200,237
FLIR_00108.jpeg,3,446,462,210,223
FLIR_00109.jpeg,3,305,333,229,256
FLIR_00110.jpeg,3,288,316,206,232
FLIR_00110.jpeg,3,215,244,208,236
FLIR_00110.jpeg,3,254,271,198,215
FLIR_00111.jpeg,3,286,366,202,277
FLIR_00111.jpeg,1,393,402,215,233
FLIR_00112.jpeg,3,212,262,214,254
FLIR_00112.jpeg,3,180,211,222,248
FLIR_00113.jpeg,3,256,327,203,278
FLIR_00113.jpeg,3,224,243,242,255
FLIR_00113.jpeg,3,203,215,242,252
FLIR_00113.jpeg,3,192,202,240,248
FLIR_00114.jpeg,3,277,353,196,279
FLIR_00115.jpeg,3,279,323,209,253
FLIR_00115.jpeg,3,496,617,214,273
FLIR_00115.jpeg,3,410,456,216,248
FLIR_00115.jpeg,3,61,121,218,241
FLIR_00116.jpeg,3,266,322,208,261
FLIR_00116.jpeg,3,226,246,206,219
FLIR_00117.jpeg,3,339,355,218,233
FLIR_00118.jpeg,3,345,364,225,240
FLIR_00118.jpeg,3,367,380,227,237
FLIR_00119.jpeg,3,224,244,218,236
FLIR_00119.jpeg,3,217,227,220,231
FLIR_00119.jpeg,3,83,108,220,242
FLIR_00119.jpeg,1,613,639,188,265
FLIR_00120.jpeg,3,266,326,214,268
FLIR_00120.jpeg,3,548,591,210,237
FLIR_00121.jpeg,3,278,353,205,274
FLIR_00121.jpeg,3,375,420,213,255
FLIR_00121.jpeg,3,566,639,218,320
FLIR_00121.jpeg,3,172,200,229,242
FLIR_00121.jpeg,3,220,249,228,242
FLIR_00122.jpeg,3,292,394,203,291
FLIR_00122.jpeg,3,0,163,183,323
FLIR_00122.jpeg,3,585,639,237,326
FLIR_00122.jpeg,3,471,607,218,293
FLIR_00122.jpeg,3,433,512,208,272
FLIR_00122.jpeg,3,389,445,208,258
FLIR_00122.jpeg,3,381,426,202,236
FLIR_00123.jpeg,3,262,326,203,265
FLIR_00123.jpeg,3,384,418,221,244
FLIR_00123.jpeg,3,331,355,217,238
FLIR_00123.jpeg,3,360,378,220,238
FLIR_00123.jpeg,3,192,216,217,236
FLIR_00124.jpeg,3,273,355,202,280
FLIR_00124.jpeg,3,344,360,213,239
FLIR_00125.jpeg,3,281,334,219,266
FLIR_00125.jpeg,3,249,265,220,233
FLIR_00125.jpeg,3,266,278,219,231
FLIR_00126.jpeg,3,266,308,216,255
FLIR_00126.jpeg,3,611,639,224,314
FLIR_00126.jpeg,3,245,265,222,238
FLIR_00127.jpeg,3,282,348,204,266
FLIR_00128.jpeg,3,228,308,208,278
FLIR_00128.jpeg,3,113,155,217,253
FLIR_00128.jpeg,3,181,204,227,244
FLIR_00130.jpeg,3,242,279,221,246
FLIR_00130.jpeg,3,276,299,219,241
FLIR_00132.jpeg,3,0,167,187,310
FLIR_00132.jpeg,3,290,300,218,230
FLIR_00134.jpeg,3,36,433,169,468
FLIR_00134.jpeg,3,386,487,180,263
FLIR_00134.jpeg,3,0,86,206,265
FLIR_00137.jpeg,3,253,272,203,221
FLIR_00137.jpeg,3,291,306,202,217
FLIR_00137.jpeg,3,567,639,194,239
FLIR_00139.jpeg,3,261,339,191,269
FLIR_00140.jpeg,3,297,331,211,241
FLIR_00140.jpeg,3,217,243,217,238
FLIR_00142.jpeg,3,317,346,198,220
FLIR_00142.jpeg,3,214,237,203,219
FLIR_00143.jpeg,3,119,175,221,256
FLIR_00143.jpeg,3,316,338,209,231
FLIR_00144.jpeg,3,76,116,219,248
FLIR_00144.jpeg,3,61,84,218,239
FLIR_00144.jpeg,3,120,141,220,236
FLIR_00146.jpeg,3,190,212,207,223
FLIR_00147.jpeg,3,572,639,220,275
FLIR_00147.jpeg,3,73,116,221,250
FLIR_00147.jpeg,3,90,122,213,241
FLIR_00147.jpeg,3,202,219,197,213
FLIR_00152.jpeg,3,272,284,220,233
FLIR_00157.jpeg,1,456,478,210,270
FLIR_00157.jpeg,3,342,406,213,268
FLIR_00157.jpeg,3,308,330,229,245
FLIR_00157.jpeg,3,252,269,230,243
FLIR_00158.jpeg,3,0,104,218,300
FLIR_00159.jpeg,3,410,610,186,333
FLIR_00159.jpeg,3,32,179,224,312
FLIR_00159.jpeg,3,166,204,221,261
FLIR_00159.jpeg,3,321,354,226,254
FLIR_00159.jpeg,3,251,269,227,242
FLIR_00160.jpeg,3,504,639,204,395
FLIR_00160.jpeg,3,406,579,186,310
FLIR_00160.jpeg,3,372,422,216,272
FLIR_00160.jpeg,3,0,43,224,299
FLIR_00160.jpeg,3,44,142,212,280
FLIR_00160.jpeg,3,336,381,218,250
FLIR_00160.jpeg,3,141,165,229,265
FLIR_00160.jpeg,3,152,180,225,260
FLIR_00160.jpeg,3,176,214,219,249
FLIR_00160.jpeg,3,212,228,222,246
FLIR_00161.jpeg,3,357,430,202,258
FLIR_00161.jpeg,3,139,190,211,250
FLIR_00161.jpeg,3,336,370,205,244
FLIR_00161.jpeg,3,189,209,211,245
FLIR_00161.jpeg,3,214,241,211,236
FLIR_00161.jpeg,3,208,221,213,239
FLIR_00161.jpeg,3,323,340,208,236
FLIR_00161.jpeg,3,314,328,214,230
FLIR_00162.jpeg,3,531,639,209,365
FLIR_00162.jpeg,3,385,491,217,285
FLIR_00162.jpeg,3,350,398,212,257
FLIR_00162.jpeg,3,0,70,218,305
FLIR_00162.jpeg,3,33,119,215,283
FLIR_00162.jpeg,3,166,189,220,258
FLIR_00162.jpeg,3,177,206,219,253
FLIR_00162.jpeg,3,120,169,219,264
FLIR_00163.jpeg,3,245,354,173,273
FLIR_00163.jpeg,3,504,639,144,420
FLIR_00163.jpeg,3,392,529,199,291
FLIR_00163.jpeg,3,0,108,178,272
FLIR_00163.jpeg,3,106,153,197,254
FLIR_00163.jpeg,3,148,184,208,244
FLIR_00163.jpeg,3,377,436,200,270
FLIR_00163.jpeg,3,357,395,201,261
FLIR_00163.jpeg,3,197,237,203,232
FLIR_00164.jpeg,3,277,359,193,268
FLIR_00164.jpeg,3,0,128,206,289
FLIR_00164.jpeg,3,158,205,220,255
FLIR_00164.jpeg,3,389,489,214,278
FLIR_00164.jpeg,3,208,239,221,243
FLIR_00164.jpeg,3,371,437,204,262
FLIR_00164.jpeg,3,360,379,210,253
FLIR_00165.jpeg,3,279,327,208,255
FLIR_00165.jpeg,3,407,553,208,302
FLIR_00165.jpeg,3,368,452,199,275
FLIR_00165.jpeg,1,350,358,216,240
FLIR_00165.jpeg,3,238,261,222,239
FLIR_00169.jpeg,3,252,272,229,243
FLIR_00170.jpeg,3,264,280,214,227
FLIR_00176.jpeg,3,501,639,213,287
FLIR_00176.jpeg,3,456,535,203,265
FLIR_00186.jpeg,3,427,491,230,276
FLIR_00187.jpeg,3,265,338,232,293
FLIR_00187.jpeg,3,446,502,237,277
FLIR_00187.jpeg,3,581,639,244,305
FLIR_00187.jpeg,3,368,387,252,269
FLIR_00188.jpeg,3,288,378,212,291
FLIR_00188.jpeg,3,270,290,229,254
FLIR_00188.jpeg,3,42,100,229,260
FLIR_00189.jpeg,3,166,189,236,255
FLIR_00190.jpeg,3,261,279,234,249
FLIR_00190.jpeg,3,280,289,232,244
FLIR_00192.jpeg,3,238,259,236,251
FLIR_00192.jpeg,3,218,232,227,241
FLIR_00193.jpeg,3,49,171,227,301
FLIR_00193.jpeg,3,347,366,237,252
FLIR_00193.jpeg,3,267,302,233,259
FLIR_00194.jpeg,3,343,362,234,250
FLIR_00195.jpeg,3,285,303,235,250
FLIR_00196.jpeg,3,297,317,227,242
FLIR_00196.jpeg,3,116,195,208,274
FLIR_00197.jpeg,3,0,48,243,287
FLIR_00198.jpeg,3,411,482,228,285
FLIR_00198.jpeg,3,479,520,221,248
FLIR_00198.jpeg,3,363,416,225,266
FLIR_00198.jpeg,3,348,365,237,260
FLIR_00198.jpeg,3,337,352,236,254
FLIR_00198.jpeg,3,267,280,241,255
FLIR_00199.jpeg,3,505,639,208,359
FLIR_00199.jpeg,3,294,382,202,289
FLIR_00199.jpeg,3,231,276,224,263
FLIR_00200.jpeg,3,534,616,238,293
FLIR_00200.jpeg,3,312,358,244,284
FLIR_00200.jpeg,3,398,449,231,273
FLIR_00200.jpeg,3,467,517,235,269
FLIR_00201.jpeg,3,231,259,221,243
FLIR_00202.jpeg,3,285,312,234,258
FLIR_00202.jpeg,3,160,198,238,264
FLIR_00202.jpeg,3,257,270,242,256
FLIR_00203.jpeg,3,290,328,228,265
FLIR_00203.jpeg,3,460,554,232,278
FLIR_00203.jpeg,3,390,435,236,266
FLIR_00203.jpeg,3,376,393,235,257
FLIR_00203.jpeg,3,366,380,236,255
FLIR_00203.jpeg,3,350,367,237,252
FLIR_00203.jpeg,3,338,352,238,250
FLIR_00204.jpeg,3,438,512,237,282
FLIR_00204.jpeg,3,369,400,238,261
FLIR_00204.jpeg,3,341,360,240,254
FLIR_00204.jpeg,3,152,170,237,252
FLIR_00204.jpeg,3,44,70,240,260
FLIR_00204.jpeg,3,0,46,238,264
FLIR_00207.jpeg,3,209,451,219,388
FLIR_00208.jpeg,3,406,493,200,274
FLIR_00208.jpeg,3,382,406,210,262
FLIR_00208.jpeg,3,492,534,213,244
FLIR_00208.jpeg,3,354,370,219,235
FLIR_00209.jpeg,3,374,390,213,230
FLIR_00209.jpeg,3,357,369,208,220
FLIR_00210.jpeg,3,259,299,234,270
FLIR_00210.jpeg,3,552,639,217,299
FLIR_00210.jpeg,3,122,173,235,274
FLIR_00210.jpeg,3,345,399,226,273
FLIR_00210.jpeg,3,68,128,237,284
FLIR_00210.jpeg,3,6,84,238,296
FLIR_00210.jpeg,3,169,194,241,270
FLIR_00210.jpeg,3,496,551,228,257
FLIR_00211.jpeg,3,296,405,209,304
FLIR_00211.jpeg,3,34,127,224,263
FLIR_00212.jpeg,3,280,320,218,255
FLIR_00212.jpeg,3,176,198,223,244
FLIR_00212.jpeg,3,24,90,218,257
FLIR_00213.jpeg,3,434,544,238,285
FLIR_00213.jpeg,3,395,473,240,282
FLIR_00213.jpeg,3,256,394,234,289
FLIR_00213.jpeg,3,168,298,230,285
FLIR_00213.jpeg,3,21,159,233,289
FLIR_00213.jpeg,3,0,71,222,277
FLIR_00214.jpeg,3,243,271,221,251
FLIR_00214.jpeg,3,276,294,229,244
FLIR_00214.jpeg,3,310,323,230,242
FLIR_00214.jpeg,3,297,311,229,241
FLIR_00215.jpeg,3,281,303,230,248
FLIR_00215.jpeg,3,303,317,231,243
FLIR_00215.jpeg,3,274,289,224,243
FLIR_00216.jpeg,3,338,362,231,254
FLIR_00216.jpeg,3,272,291,232,247
FLIR_00216.jpeg,3,306,324,228,248
FLIR_00216.jpeg,3,323,333,232,246
FLIR_00217.jpeg,3,366,424,229,271
FLIR_00217.jpeg,3,257,271,238,250
FLIR_00217.jpeg,3,241,256,237,251
FLIR_00217.jpeg,3,218,233,235,251
FLIR_00217.jpeg,3,283,303,235,253
FLIR_00218.jpeg,3,328,349,225,249
FLIR_00218.jpeg,3,267,281,232,245
FLIR_00218.jpeg,3,315,330,232,245
FLIR_00218.jpeg,3,293,306,230,243
FLIR_00219.jpeg,3,273,285,234,245
FLIR_00219.jpeg,3,332,354,226,253
FLIR_00219.jpeg,3,320,334,233,248
FLIR_00219.jpeg,3,307,323,233,248
FLIR_00220.jpeg,3,385,444,222,267
FLIR_00221.jpeg,3,10,80,226,247
FLIR_00221.jpeg,3,110,130,230,242
FLIR_00221.jpeg,3,305,317,233,245
FLIR_00221.jpeg,3,290,303,232,245
FLIR_00221.jpeg,3,372,388,233,246
FLIR_00221.jpeg,3,356,369,233,246
FLIR_00222.jpeg,3,444,609,209,303
FLIR_00222.jpeg,3,374,426,229,268
FLIR_00222.jpeg,3,329,353,232,251
FLIR_00222.jpeg,3,292,304,233,244
FLIR_00222.jpeg,2,560,604,216,281
FLIR_00223.jpeg,3,422,571,213,306
FLIR_00223.jpeg,3,278,317,230,266
FLIR_00224.jpeg,3,314,334,234,253
FLIR_00224.jpeg,3,298,314,236,249
FLIR_00225.jpeg,3,96,182,221,277
FLIR_00225.jpeg,3,294,314,230,249
FLIR_00225.jpeg,3,261,279,233,246
FLIR_00226.jpeg,3,292,319,228,254
FLIR_00226.jpeg,3,217,251,229,257
FLIR_00226.jpeg,3,0,69,199,343
FLIR_00226.jpeg,3,78,110,229,247
FLIR_00226.jpeg,3,185,200,230,242
FLIR_00226.jpeg,3,164,178,230,242
FLIR_00227.jpeg,3,288,319,230,257
FLIR_00227.jpeg,3,224,258,227,256
FLIR_00227.jpeg,3,45,91,227,253
FLIR_00227.jpeg,3,118,142,229,247
FLIR_00227.jpeg,3,257,276,232,248
FLIR_00228.jpeg,3,265,305,225,260
FLIR_00228.jpeg,3,365,377,222,234
FLIR_00228.jpeg,3,349,362,221,233
FLIR_00230.jpeg,3,209,266,227,270
FLIR_00230.jpeg,3,326,350,240,261
FLIR_00230.jpeg,3,372,393,238,251
FLIR_00231.jpeg,3,325,373,226,263
FLIR_00231.jpeg,3,305,339,217,251
FLIR_00231.jpeg,3,394,408,225,240
FLIR_00231.jpeg,3,294,307,224,241
FLIR_00232.jpeg,3,217,280,225,276
FLIR_00232.jpeg,3,0,143,190,294
FLIR_00233.jpeg,3,206,352,222,336
FLIR_00233.jpeg,3,52,179,198,306
FLIR_00233.jpeg,3,0,59,224,288
FLIR_00233.jpeg,3,471,531,238,257
FLIR_00233.jpeg,3,178,205,218,286
FLIR_00233.jpeg,3,446,467,236,259
FLIR_00235.jpeg,3,176,218,233,267
FLIR_00235.jpeg,3,276,297,240,259
FLIR_00235.jpeg,3,262,276,239,253
FLIR_00236.jpeg,3,119,181,219,275
FLIR_00238.jpeg,3,291,313,232,248
FLIR_00238.jpeg,3,158,184,228,251
FLIR_00238.jpeg,3,386,399,232,246
FLIR_00239.jpeg,3,236,283,214,246
FLIR_00239.jpeg,3,516,556,213,239
FLIR_00240.jpeg,3,391,447,251,293
FLIR_00240.jpeg,3,558,639,220,282
FLIR_00240.jpeg,3,45,131,250,297
FLIR_00240.jpeg,3,129,177,243,284
FLIR_00240.jpeg,3,371,413,236,275
FLIR_00240.jpeg,3,220,257,238,263
FLIR_00241.jpeg,3,58,136,226,280
FLIR_00241.jpeg,3,152,183,236,258
FLIR_00241.jpeg,3,0,32,244,306
FLIR_00241.jpeg,3,293,317,234,255
FLIR_00241.jpeg,3,350,380,226,242
FLIR_00241.jpeg,3,186,204,237,253
FLIR_00241.jpeg,3,234,251,233,248
FLIR_00241.jpeg,3,512,556,227,243
FLIR_00243.jpeg,3,0,85,226,321
FLIR_00244.jpeg,3,261,330,228,281
FLIR_00244.jpeg,3,337,424,231,281
FLIR_00244.jpeg,3,201,259,232,257
FLIR_00244.jpeg,3,0,46,215,294
FLIR_00244.jpeg,3,164,182,232,252
FLIR_00245.jpeg,3,429,610,197,323
FLIR_00245.jpeg,3,300,352,220,273
FLIR_00245.jpeg,3,0,24,209,299
FLIR_00246.jpeg,3,277,298,236,254
FLIR_00247.jpeg,3,285,315,228,254
FLIR_00247.jpeg,3,570,639,225,247
FLIR_00247.jpeg,3,556,620,211,242
FLIR_00248.jpeg,3,312,355,237,266
FLIR_00249.jpeg,3,440,639,188,330
FLIR_00249.jpeg,3,328,358,231,257
FLIR_00249.jpeg,3,286,305,233,246
FLIR_00251.jpeg,3,310,322,241,253
FLIR_00252.jpeg,3,398,445,237,272
FLIR_00252.jpeg,3,91,119,237,257
FLIR_00252.jpeg,3,124,149,231,254
FLIR_00252.jpeg,3,496,539,227,249
FLIR_00252.jpeg,3,497,573,218,242
FLIR_00252.jpeg,3,321,336,234,248
FLIR_00252.jpeg,3,152,173,233,250
FLIR_00253.jpeg,3,346,429,228,283
FLIR_00253.jpeg,3,200,221,242,263
FLIR_00254.jpeg,3,549,587,254,277
FLIR_00254.jpeg,3,615,639,242,292
FLIR_00255.jpeg,3,400,548,208,308
FLIR_00255.jpeg,3,30,132,218,289
